Entry	Entry name	Organism	Organism ID
A0A285J920	A0A285J920_9BACI	Bacillus sp. GL120224-02	1378086
A0A096C4R0	A0A096C4R0_9BACT	Prevotella denticola DNF00960	1401077
A0A239QYJ0	A0A239QYJ0_9BACT	Prevotellaceae bacterium MN60	1945887
A0A0X3RCI9	A0A0X3RCI9_STRRM	Streptomyces rimosus subsp. rimosus	132474
A0A0C5WFD4	A0A0C5WFD4_9FLAO	Siansivirga zeaxanthinifaciens CC-SAMT-1	1454006
A0A2L2MNQ1	A0A2L2MNQ1_9ACTN	Streptomyces sp. XZHG99	2049881
E6X174	E6X174_NITSE	Nitratifractor salsuginis (strain DSM 16511 / JCM 12458 / E9I37-1)	749222
A0A1G7G3Z1	A0A1G7G3Z1_9FLAO	Cellulophaga baltica	76594
A0A222W8I6	A0A222W8I6_XANCI	Xanthomonas citri pv. mangiferaeindicae (agent of mango bacterial black spot)	454594
A0A2I1N8K0	A0A2I1N8K0_9PROT	Campylobacter ureolyticus	827
I2IKS1	I2IKS1_9BURK	Burkholderia sp. Ch1-1	243261
E8MEQ4	E8MEQ4_BIFL2	Bifidobacterium longum subsp. longum (strain ATCC 15707 / DSM 20219 / JCM 1217 / NCTC 11818 / E194b)	565042
A0A2N0VQ78	A0A2N0VQ78_9STAP	Macrococcus caseolyticus	69966
A0A1N6RXS3	A0A1N6RXS3_9FLAO	Chryseobacterium indoltheticum	254
A0A251Z481	A0A251Z481_9MICO	Clavibacter michiganensis	28447
A0A1I6TJG0	A0A1I6TJG0_9SPHI	Sphingobacterium wenxiniae	683125
A0A010Q8F4	A0A010Q8F4_FINMA	Finegoldia magna ALB8	1459804
X5Q7A4	X5Q7A4_9RHIZ	Mesorhizobium sp. LSJC285A00	1287338
A0A2N3JZ26	A0A2N3JZ26_9ACTN	Streptomyces sp. EAG2	2056495
A0A1Q8SYB7	A0A1Q8SYB7_9GAMM	Salinicola sp. MH3R3-1	1928762
A0A0A1Q3H7	A0A0A1Q3H7_9BACT	bacterium YEK0313	1522316
R9B5N4	R9B5N4_9GAMM	Acinetobacter sp. CIP 110321	1217699
A0A0K2ZSV2	A0A0K2ZSV2_XANCT	Xanthomonas translucens pv. phlei	487906
A0A0J6SI57	A0A0J6SI57_9RHIZ	Methylobacterium tarhaniae	1187852
E0PR91	E0PR91_STRMT	Streptococcus mitis ATCC 6249	864567
W3Y7J1	W3Y7J1_9FIRM	Veillonella sp. AS16	936589
A0A0G1DSP8	A0A0G1DSP8_9BACT	Candidatus Nomurabacteria bacterium GW2011_GWA2_43_15	1618738
A0A2P5IH57	A0A2P5IH57_9GAMM	Pantoea sp. PSNIH6	2080494
A0A1L9BT65	A0A1L9BT65_9RHOB	Paracoccus sp. SM22M-07	1520813
U7UTF9	U7UTF9_9FIRM	Peptoniphilus sp. BV3AC2	1111133
A0A1I2HYQ8	A0A1I2HYQ8_9ENTR	Kosakonia sp. S29	1855371
A0A246K2P2	A0A246K2P2_9SPHN	Sphingopyxis bauzanensis	651663
A0A1B3CB96	A0A1B3CB96_9PSED	Pseudomonas corrugata	47879
L2EM49	L2EM49_9BURK	Cupriavidus sp. HMR-1	1249621
U2YKK3	U2YKK3_9RHOB	Limimaricola cinnabarinus LL-001	1337093
A0A2A7TZ77	A0A2A7TZ77_EDWTA	Edwardsiella tarda	636
G6C443	G6C443_9FUSO	Fusobacterium sp. oral taxon 370 str. F0437	861452
A0A2W1S9U2	A0A2W1S9U2_9MICO	Curtobacterium sp. MCBD17_021	2175665
A0A0Q5PH71	A0A0Q5PH71_9MICO	Microbacterium sp. Leaf179	1736288
A0A1S0YNT3	A0A1S0YNT3_9CORY	Corynebacterium sp. HMSC074A01	1715030
G2HB82	G2HB82_9DELT	Desulfovibrio sp. A2	298701
A0A1S7Q6U1	A0A1S7Q6U1_9RHIZ	Agrobacterium genomosp. 13 str. CFBP 6927	1183428
A0A2M7FGW1	A0A2M7FGW1_9BACT	Candidatus Gracilibacteria bacterium CG17_big_fil_post_rev_8_21_14_2_50_48_13	1974580
A0A1G6PHQ7	A0A1G6PHQ7_9LACT	Marinilactibacillus psychrotolerans	191770
D8GYJ1	D8GYJ1_BACAI	Bacillus cereus var. anthracis (strain CI)	637380
A0A1A2QID4	A0A1A2QID4_9MYCO	Mycobacterium sp. E342	1834147
K9E3F3	K9E3F3_9BURK	Massilia timonae CCUG 45783	883126
A0A1G6RHL8	A0A1G6RHL8_9BACI	Terribacillus halophilus	361279
A0A0J9EF62	A0A0J9EF62_9RHOB	Candidatus Rhodobacter lobularis	1675527
A0A062DI06	A0A062DI06_ACIBA	Acinetobacter baumannii 496487	1310625
A0A0F4KXA7	A0A0F4KXA7_9BIFI	Bifidobacterium asteroides	1684
A0A243F122	A0A243F122_BACTY	Bacillus thuringiensis subsp. kyushuensis	44161
A0A2M9PDK0	A0A2M9PDK0_9RHOB	Amaricoccus sp. HAR-UPW-R2A-40	1985299
A0A0R2H6C5	A0A0R2H6C5_PEDPE	Pediococcus pentosaceus	1255
A0A1C4JPW4	A0A1C4JPW4_9ACTN	Streptomyces sp. di188	693491
A0A0M8SHX4	A0A0M8SHX4_9ACTN	Streptomyces sp. WM6372	1415555
A0A0N0S3N7	A0A0N0S3N7_9BACI	Lysinibacillus contaminans	1293441
A0A239HSK2	A0A239HSK2_9BACT	Pontibacter ummariensis	1610492
A0A285SQZ9	A0A285SQZ9_9RHOB	Stappia indica	538381
A0A1A0R223	A0A1A0R223_9MYCO	Mycobacterium sp. 852014-51730_SCH5271717	1834114
A0A1E7XT83	A0A1E7XT83_9PROT	Acidithiobacillus ferrivorans	160808
A0A1F2KWS5	A0A1F2KWS5_9STAP	Staphylococcus sp. HMSC14D01	1581101
F7QSR3	F7QSR3_9LACO	Lactobacillus salivarius GJ-24	1041521
A0A0Q0B1V0	A0A0Q0B1V0_PSEAJ	Pseudomonas amygdali pv. tabaci (Pseudomonas syringae pv. tabaci)	322
A0A1E9B7I1	A0A1E9B7I1_9STRE	Streptococcus sp. HMSC056C01	1739299
D5NW12	D5NW12_CORAM	Corynebacterium ammoniagenes DSM 20306	649754
A0A1Y2QWH2	A0A1Y2QWH2_9SPHN	Sphingomonas sp. IBVSS1	1985171
A0A2N3R9I1	A0A2N3R9I1_9BIFI	Bifidobacterium asteroides	1684
A0A158BUG3	A0A158BUG3_9BURK	Caballeronia glebae	1777143
A0A0F3RQ99	A0A0F3RQ99_9LACO	Lactobacillus spicheri	216463
A0A0M7JVX4	A0A0M7JVX4_9BURK	Achromobacter sp.	134375
A0A2M6VKE0	A0A2M6VKE0_9BURK	Limnohabitans sp. B9-3	1100707
A0A1T4K625	A0A1T4K625_9BACT	Sediminibacterium ginsengisoli	413434
A0A0D5NGE4	A0A0D5NGE4_9BACL	Paenibacillus beijingensis	1126833
A0A1B9RCJ9	A0A1B9RCJ9_9ACTN	Gordonia sp. UCD-TK1	1857893
A0A0M7CXS8	A0A0M7CXS8_9BURK	Achromobacter sp.	134375
A0A0L1LTP6	A0A0L1LTP6_9BACI	Bacillus flexus	86664
Q0RUG3	Q0RUG3_FRAAA	Frankia alni (strain ACN14a)	326424
A0A2U2GTG3	A0A2U2GTG3_YERPE	Yersinia pestis	632
A0A1S1GXB1	A0A1S1GXB1_9STRE	Streptococcus sp. HMSC34B10	1608856
A0A0M7IZA3	A0A0M7IZA3_9BURK	Achromobacter sp.	134375
A0A1G7FBE6	A0A1G7FBE6_9FLAO	Cellulophaga baltica	76594
S6SUJ1	S6SUJ1_PSESF	Pseudomonas syringae pv. actinidiae ICMP 19096	1194405
J0YLA1	J0YLA1_9RHIZ	Bartonella alsatica IBS 382	1094551
V9VS98	V9VS98_9RHOB	Leisingera methylohalidivorans DSM 14336	999552
A0A2K9CHB6	A0A2K9CHB6_9PSED	Pseudomonas sp. S09G 359	2054919
A0A1H6C2T1	A0A1H6C2T1_9ACTN	Actinomadura echinospora	1992
W4Q057	W4Q057_9BACI	Bacillus wakoensis JCM 9140	1236970
A0A251XXU2	A0A251XXU2_9MICO	Clavibacter michiganensis	28447
A0A1A2V5L9	A0A1A2V5L9_9MYCO	Mycobacterium sp. E2733	1834138
Q0RGA4	Q0RGA4_FRAAA	Frankia alni (strain ACN14a)	326424
A0A140R022	A0A140R022_9GAMM	Acinetobacter sp. 216872	1310734
A0A0G1EB32	A0A0G1EB32_9BACT	Candidatus Magasanikbacteria bacterium GW2011_GWE2_42_7	1619052
A0A2N0GFY1	A0A2N0GFY1_9FLAO	Muricauda sp. ES.050	1798204
A0A2S7A0B3	A0A2S7A0B3_9XANT	Xanthomonas arboricola pv. guizotiae	487867
A0A2S5VLT1	A0A2S5VLT1_9MICO	Clavibacter michiganensis	28447
A0A2E0TEL2	A0A2E0TEL2_9DELT	Sandaracinus sp.	2024858
A0A2V7SPS8	A0A2V7SPS8_9BACT	Gemmatimonadetes bacterium	2026742
A0A0M7PEA3	A0A0M7PEA3_9BURK	Achromobacter sp.	134375
A0A1G8LFA4	A0A1G8LFA4_9FIRM	Pseudobutyrivibrio sp. 49	1855344
A0A1F1U7I4	A0A1F1U7I4_9MICO	Dermabacter sp. HMSC08H10	1581144
D0CZP5	D0CZP5_9RHOB	Citreicella sp. SE45	501479
A0A2J6P5X8	A0A2J6P5X8_9STAP	Staphylococcus sp. UMB0328	2029110
R7D0G4	R7D0G4_9BACE	Bacteroides sp. CAG:462	1262740
A0A162DMC1	A0A162DMC1_9BURK	Acidovorax sp. GW101-3H11	1813946
A0A165GSC9	A0A165GSC9_9BACL	Bhargavaea cecembensis	394098
A0A1F1EDP7	A0A1F1EDP7_9CORY	Corynebacterium sp. HMSC077D03	1739392
A0A081XRM9	A0A081XRM9_STRTO	Streptomyces toyocaensis	55952
A0A0Q8QEV0	A0A0Q8QEV0_9SPHN	Sphingomonas sp. Root710	1736594
A0A0Q9Z2Y3	A0A0Q9Z2Y3_9FLAO	Salegentibacter mishustinae	270918
A0A0G3QGB8	A0A0G3QGB8_9GAMM	Phytobacter ursingii	1972431
A0A2S7DI54	A0A2S7DI54_9XANT	Xanthomonas melonis	56456
A0A0J5QMG4	A0A0J5QMG4_9RHOB	Puniceibacterium sp. IMCC21224	1618204
A0A0Q7PM59	A0A0Q7PM59_9RHIZ	Rhizobium sp. Root483D2	1736545
A0A0Q8MUL8	A0A0Q8MUL8_9CAUL	Phenylobacterium sp. Root700	1736591
A0A167H198	A0A167H198_9FLAO	Ulvibacter sp. LPB0005	1763537
A0A161J9M2	A0A161J9M2_9GAMM	Dyella thiooxydans	445710
A0A077M6N9	A0A077M6N9_9MICO	Tetrasphaera japonica T1-X7	1194083
A0A1X2ZZ07	A0A1X2ZZ07_BIFAD	Bifidobacterium adolescentis	1680
A0A1H8RC61	A0A1H8RC61_9GAMM	Acinetobacter sp. yr461	1761742
A0A173YQM5	A0A173YQM5_BIFAD	Bifidobacterium adolescentis	1680
A0A1H5PGU8	A0A1H5PGU8_9BURK	Burkholderia sp. WP9	1500263
A0A100ZPK0	A0A100ZPK0_9MYCO	Mycobacterium sp. GA-1999	1772275
A0A0Q9XZD7	A0A0Q9XZD7_9STAP	Staphylococcus sp. NAM3COL9	1667172
A0A0G9MCY4	A0A0G9MCY4_BIFAD	Bifidobacterium adolescentis	1680
R5GYZ0	R5GYZ0_9BIFI	Bifidobacterium adolescentis CAG:119	1263057
T0UG79	T0UG79_LACLC	Lactococcus lactis subsp. cremoris TIFN1	1234871
A0A1Q3NLC2	A0A1Q3NLC2_9BACT	Candidatus Saccharibacteria bacterium 47-87	1895828
A0A255UG58	A0A255UG58_9GAMM	Acinetobacter sp. BS1	2024618
A0A2M7IHX2	A0A2M7IHX2_9BACT	Candidatus Portnoybacteria bacterium CG_4_8_14_3_um_filter_40_10	1974801
A0A1G1TKP4	A0A1G1TKP4_9BACT	Hymenobacter coccineus	1908235
A0A1A3BMW3	A0A1A3BMW3_9MYCO	Mycobacterium sp. E740	1834149
A0A0Q4TNG1	A0A0Q4TNG1_9RHIZ	Methylobacterium sp. Leaf86	1736242
A0A0P7H1T1	A0A0P7H1T1_9XANT	Xanthomonas sp. Mitacek01	1732019
A0A1Q7WCR4	A0A1Q7WCR4_9ACTN	Catenulispora sp. 13_1_20CM_3_70_7	1805055
G7UNE4	G7UNE4_PSEUP	Pseudoxanthomonas spadix (strain BD-a59)	1045855
F2BZG8	F2BZG8_HAEAE	Haemophilus aegyptius ATCC 11116	888728
A0A1X2ZD68	A0A1X2ZD68_BIFAD	Bifidobacterium adolescentis	1680
A0A2R9T614	A0A2R9T614_YEREN	Yersinia enterocolitica subsp. palearctica YE-P4	1329364
F4FCF4	F4FCF4_VERMA	Verrucosispora maris (strain AB-18-032)	263358
A0A2G0Z6P2	A0A2G0Z6P2_PSEVI	Pseudomonas viridiflava	33069
A0A2R7SU83	A0A2R7SU83_9PSED	Pseudomonas sp. HMWF005	2056842
A0A0Q3SFE1	A0A0Q3SFE1_9BACI	Bacillus solani	1637975
A0A0E9K5T0	A0A0E9K5T0_9RHIZ	Methylobacterium sp. ME121	1604132
A0A1Y4DSI8	A0A1Y4DSI8_9ACTN	Collinsella sp. An271	1965616
A0A0M8XSX6	A0A0M8XSX6_9ACTN	Streptomyces sp. NRRL B-3648	1519493
A0A167J367	A0A167J367_9FLAO	Ulvibacter sp. LPB0005	1763537
A0A0J0UYV3	A0A0J0UYV3_9ACTN	Actinobacteria bacterium IMCC26207	1641811
X7EDY4	X7EDY4_9RHOB	Roseivivax halodurans JCM 10272	1449350
R7GDR7	R7GDR7_9CLOT	Clostridium sp. CAG:307	1262795
A0A2D9X9F7	A0A2D9X9F7_9SPHN	Sphingomonadaceae bacterium	1930536
A0A0Q4MJD9	A0A0Q4MJD9_9GAMM	Serratia sp. Leaf50	1736223
A0A1A3CVD5	A0A1A3CVD5_9MYCO	Mycobacterium sp. 1245805.9	1856862
T0UT82	T0UT82_LACLC	Lactococcus lactis subsp. cremoris TIFN1	1234871
A0A124ENI5	A0A124ENI5_9MYCO	Mycobacterium sp. IS-1744	1772281
D7X2X2	D7X2X2_ECOLX	Escherichia coli MS 198-1	749549
A0A2G7RBS8	A0A2G7RBS8_9GAMM	Stenotrophomonas indicatrix	2045451
A0A0M2V8T0	A0A0M2V8T0_9GAMM	Arsukibacterium ikkense	336831
A0A0N0A7S7	A0A0N0A7S7_9ACTN	Streptomyces sp. NRRL B-3648	1519493
J7TBK5	J7TBK5_BACCE	Bacillus cereus VD142	718224
J2KVP3	J2KVP3_9GAMM	Pantoea sp. GM01	1144320
A0A1X3A2K1	A0A1X3A2K1_BIFAD	Bifidobacterium adolescentis	1680
A0A0A1CXM6	A0A0A1CXM6_9MICC	Arthrobacter sp. PAMC 25486	1494608
G8R0W2	G8R0W2_OWEHD	Owenweeksia hongkongensis (strain DSM 17368 / CIP 108786 / JCM 12287 / NRRL B-23963 / UST20020801)	926562
D8D1E2	D8D1E2_COMTE	Comamonas testosteroni S44	563045
A0A1N6VDX9	A0A1N6VDX9_9GAMM	Aeromonas veronii	654
G8NCW8	G8NCW8_9DEIN	Thermus sp. CCB_US3_UF1	1111069
J6P9A7	J6P9A7_ENTFL	Enterococcus faecalis ERV37	1134790
A0A1I4DGA8	A0A1I4DGA8_9PSED	Pseudomonas sp. NFACC52	1566219
E7S0Z2	E7S0Z2_9BURK	Lautropia mirabilis ATCC 51599	887898
A0A128ELQ1	A0A128ELQ1_9PROT	Campylobacter geochelonis	1780362
A0A0Q8RQH9	A0A0Q8RQH9_9BURK	Duganella sp. Root198D2	1736489
K1M3A6	K1M3A6_9FLAO	Bergeyella zoohelcum ATCC 43767	883096
C2CGN7	C2CGN7_9FIRM	Anaerococcus tetradius ATCC 35098	525255
A0A225QVQ9	A0A225QVQ9_9RHOB	Alkalimicrobium pacificum	1463601
N8VYA3	N8VYA3_9GAMM	Acinetobacter sp. NIPH 817	520708
R6YG87	R6YG87_9BACE	Bacteroides sp. CAG:714	1262749
A0A1W1IH62	A0A1W1IH62_9LACT	Trichococcus pasteurii	43064
A0A226XZ07	A0A226XZ07_9BURK	Achromobacter sp. KAs 3-5	1915388
M3C4E1	M3C4E1_STRMB	Streptomyces mobaraensis NBRC 13819 = DSM 40847	1223523
N8V506	N8V506_9GAMM	Acinetobacter sp. CIP 102082	1144663
A0A212TCE8	A0A212TCE8_9MICO	Kytococcus aerolatus	592308
A0A0R2ZF20	A0A0R2ZF20_9PSED	Pseudomonas trivialis	200450
M5EFJ4	M5EFJ4_9RHIZ	Mesorhizobium metallidurans STM 2683	1297569
A0A2T0TU66	A0A2T0TU66_9SPHI	Arcticibacter pallidicorallinus	1259464
A0A1H4ST38	A0A1H4ST38_9BURK	Burkholderia sp. WP9	1500263
A0A2S3Z6A6	A0A2S3Z6A6_9MICO	Cryobacterium sp. TMB1-8	1259207
A0A261U0I9	A0A261U0I9_9BORD	Bordetella genomosp. 5	1395608
A0A1X3KX11	A0A1X3KX11_ECOLX	Escherichia coli H420	656400
A0A0D6KFS1	A0A0D6KFS1_9CYAN	Tolypothrix sp. PCC 7601	1188
A0A1Y5MU84	A0A1Y5MU84_9PROT	Campylobacter concisus	199
A0A1Y5MSC0	A0A1Y5MSC0_9PROT	Campylobacter concisus	199
A0A1Y5ND18	A0A1Y5ND18_9PROT	Campylobacter concisus	199
A0A0E1X5S2	A0A0E1X5S2_STAAU	Staphylococcus aureus subsp. aureus MN8	548470
A0A1G9LE96	A0A1G9LE96_9CORY	Corynebacterium mycetoides	38302
A0A2A2V8C1	A0A2A2V8C1_9BRAD	Bradyrhizobium sp. UFLA03-84	418599
A0A1W9IF16	A0A1W9IF16_9PROT	Proteobacteria bacterium SG_bin9	1827385
X0RY02	X0RY02_9GAMM	Psychrobacter sp. JCM 18901	1298609
A0A209CXQ8	A0A209CXQ8_9ACTN	Streptomyces sp. CS057	1982764
A0A161PQD8	A0A161PQD8_BDEBC	Bdellovibrio bacteriovorus	959
A0A2N2NVQ9	A0A2N2NVQ9_9CHLR	Chloroflexi bacterium HGW-Chloroflexi-2	2013725
Z4X5H7	Z4X5H7_9ACTO	Actinomyces sp. ICM54	936549
N9FK54	N9FK54_ACILW	Acinetobacter lwoffii NCTC 5866 = CIP 64.10 = NIPH 512	981327
A0A1I5JDX9	A0A1I5JDX9_9ACTN	Geodermatophilus sp. DSM 44208	1550232
A0A251WYI6	A0A251WYI6_9RHOB	Marivivens niveibacter	1930667
E3BAV9	E3BAV9_9MICO	Dermacoccus sp. Ellin185	188626
V2PS28	V2PS28_ACILW	Acinetobacter lwoffii NCTC 5866 = CIP 64.10 = NIPH 512	981327
A0A1Y5N699	A0A1Y5N699_9PROT	Campylobacter concisus	199
A0A2A5SRM1	A0A2A5SRM1_9LACT	Lactococcus lactis subsp. tructae	542833
R5MVC3	R5MVC3_9MOLU	Mycoplasma sp. CAG:956	1262908
A0A2N1K5A4	A0A2N1K5A4_9BACI	Bacillus sp. SN10	2056493
D0TVD6	D0TVD6_9BACE	Bacteroides sp. 2_1_22	469588
A0A1A9B2G0	A0A1A9B2G0_9ACTN	Micromonospora sediminicola	946078
I2EVI9	I2EVI9_EMTOG	Emticicia oligotrophica (strain DSM 17448 / GPTSA100-15)	929562
A0A1U7NQ62	A0A1U7NQ62_9FIRM	Dubosiella newyorkensis	1862672
F0SJZ4	F0SJZ4_RUBBR	Rubinisphaera brasiliensis (strain ATCC 49424 / DSM 5305 / JCM 21570 / NBRC 103401 / IFAM 1448) (Planctomyces brasiliensis)	756272
A0A1J5VJJ6	A0A1J5VJJ6_9CORY	Corynebacterium sp. NML140438	1906334
A0A150WQT6	A0A150WQT6_BDEBC	Bdellovibrio bacteriovorus	959
Q1J1M6	Q1J1M6_DEIGD	Deinococcus geothermalis (strain DSM 11300)	319795
A0A1V4DGG7	A0A1V4DGG7_9ENTE	Vagococcus martis	1768210
A0A2S8C2J8	A0A2S8C2J8_9MYCO	Mycolicibacter virginiensis	1795032
A0A1M3ATB8	A0A1M3ATB8_9RHIZ	Rhizobiales bacterium 63-7	1895813
A0A0F2R3J3	A0A0F2R3J3_9DELT	Desulfatitalea sp. BRH_c12	1629708
A0A288GU11	A0A288GU11_9BACT	candidate division SR1 bacterium Aalborg_AAW-1	1643353
A0A0G0BJA5	A0A0G0BJA5_9BACT	candidate division WS6 bacterium GW2011_GWE1_34_7	1619093
A0A2V0STY5	A0A2V0STY5_PECCC	Pectobacterium carotovorum subsp. carotovorum (Erwinia carotovora subsp. carotovora)	555
A0A1D2ULE5	A0A1D2ULE5_9BURK	Lautropia sp. SCN 66-9	1660106
A0A257TUA5	A0A257TUA5_9BACT	Acidobacteria bacterium 21-70-11	1970485
A0A1C2K8F0	A0A1C2K8F0_9PSED	Pseudomonas sp. K35	1882381
A0A257PKK2	A0A257PKK2_9PROT	Acidocella sp. 20-61-6	1970303
A0A2W6TZ45	A0A2W6TZ45_ACTSX	Actinomyces sp.	29317
A0A0S8GI81	A0A0S8GI81_9BACT	candidate division WOR_3 bacterium SM23_60	1703780
A0A136MDQ1	A0A136MDQ1_9BACT	Bacteroidetes bacterium OLB12	1619897
A0A212JBJ8	A0A212JBJ8_9BACT	uncultured Dysgonomonas sp.	206096
A0A1S0ZE34	A0A1S0ZE34_SALET	Salmonella enterica subsp. enterica serovar Saintpaul	90105
A0A1V5HZQ7	A0A1V5HZQ7_9BACT	Tenericutes bacterium ADurb.BinA155	1852922
A0A212IY42	A0A212IY42_9BACT	uncultured Dysgonomonas sp.	206096
A0A259HD00	A0A259HD00_9PROT	Sulfurovum sp. 39-42-12	1970446
A0A2W4S7D1	A0A2W4S7D1_9BACT	Acidobacteria bacterium	1978231
A0A2V9Q0T3	A0A2V9Q0T3_9BACT	Acidobacteria bacterium	1978231
A0A2V9V4P2	A0A2V9V4P2_9BACT	Acidobacteria bacterium	1978231
A0A224ASC3	A0A224ASC3_9MOLU	Mycoplasma bovirhinis	29553
A0A2P4R733	A0A2P4R733_9LACO	Lactobacillus formosensis	1617889
A0A2K9AC16	A0A2K9AC16_9BACT	Tenericutes bacterium MO-XQ	1911684
A0A2V8AHN8	A0A2V8AHN8_9BACT	Acidobacteria bacterium	1978231
A0A2V8PTY2	A0A2V8PTY2_9BACT	Acidobacteria bacterium	1978231
A0A0Q9PPF4	A0A0Q9PPF4_9BACL	Paenibacillus sp. Soil766	1736404
A0A2P4R9M7	A0A2P4R9M7_9LACO	Lactobacillus formosensis	1617889
A0A2V8GVY8	A0A2V8GVY8_9BACT	Acidobacteria bacterium	1978231
A0A2N3B2Q7	A0A2N3B2Q7_9PROT	Alphaproteobacteria bacterium HGW-Alphaproteobacteria-7	2013670
A0A1G2WB17	A0A1G2WB17_9CAUL	Phenylobacterium sp. RIFCSPHIGHO2_01_FULL_69_31	1801944
A0A1F3LVG9	A0A1F3LVG9_9BACT	Bacteroidetes bacterium GWF2_42_66	1797351
A0A2V2FIY7	A0A2V2FIY7_9FIRM	Dielma fastidiosa	1034346
A0A2E2TNE4	A0A2E2TNE4_9BACT	bacterium	1869227
A0A1E4JJ90	A0A1E4JJ90_9SPHN	Sphingopyxis sp. SCN 67-31	1660142
A0A1E4JK05	A0A1E4JK05_9SPHN	Sphingopyxis sp. SCN 67-31	1660142
A0A1Q6UAJ2	A0A1Q6UAJ2_9PROT	Azospirillum sp. 51_20	1896972
A0A1Q4GFC5	A0A1Q4GFC5_9SPHI	Sphingobacterium sp. 40-24	1895843
A0A1G0ABK3	A0A1G0ABK3_9BACT	Flavobacteria bacterium GWF1_32_7	1798014
A0A1F9E054	A0A1F9E054_9DELT	Deltaproteobacteria bacterium RBG_19FT_COMBO_52_11	1797852
A0A1Q3R246	A0A1Q3R246_9BURK	Burkholderiales bacterium 68-10	1895730
A0A2H5KEY6	A0A2H5KEY6_BACCL	Bacillus caldolyticus	1394
A0A0F2SJ19	A0A0F2SJ19_9FIRM	Peptococcaceae bacterium BRH_c23	1629714
A0A2E2UXD4	A0A2E2UXD4_9BACT	bacterium	1869227
A0A1V5ZRV1	A0A1V5ZRV1_9BACT	Candidatus Hydrogenedentes bacterium ADurb.Bin179	1852849
A0A1V6FNC0	A0A1V6FNC0_9BACT	Lentisphaerae bacterium ADurb.Bin082	1852899
A0A2A4ME53	A0A2A4ME53_9BURK	Burkholderiaceae bacterium	2030806
Q2QJL9	Q2QJL9_ACEAC	Acetobacter aceti	435
A0A1V5D9F0	A0A1V5D9F0_9DELT	Syntrophus sp. PtaU1.Bin005	1811712
A0A124G0B2	A0A124G0B2_9BACT	candidate division TA06 bacterium 34_109	1635277
R6HZX5	R6HZX5_9PROT	Azospirillum sp. CAG:260	1262706
A0A2E2R6I6	A0A2E2R6I6_9BURK	Sutterellaceae bacterium	2026794
E5B9U6	E5B9U6_ERWAM	Erwinia amylovora ATCC BAA-2158	889211
A0A0P8AYG1	A0A0P8AYG1_9GAMM	Halomonas sp. HL-48	1479235
A0A1E3ZRT7	A0A1E3ZRT7_9BURK	Acidovorax sp. SCN 65-28	1660086
A0A2G4J6C4	A0A2G4J6C4_9BURK	Alcaligenaceae bacterium	2021368
A0A2W4S607	A0A2W4S607_9BACT	bacterium	1869227
A0A2D8B8U1	A0A2D8B8U1_9BURK	Alcaligenaceae bacterium	2021368
A0A2P5NDX2	A0A2P5NDX2_METSP	Methylomonas sp.	418
A0A2D9WQ10	A0A2D9WQ10_9BACT	bacterium	1869227
A0A2E8NZK7	A0A2E8NZK7_9MICO	Leifsonia sp.	1870902
A0A1I5C9Y9	A0A1I5C9Y9_9RHIZ	Mesorhizobium sp. NFR06	1566290
A0A2M8UKA7	A0A2M8UKA7_RHISP	Rhizobium sp.	391
A0A1V5PV67	A0A1V5PV67_9ACTN	Actinobacteria bacterium ADurb.Bin346	1852788
A0A1F9MWI0	A0A1F9MWI0_9DELT	Desulfobacca sp. RBG_16_58_9	1797908
A0A1V6J688	A0A1V6J688_9BACT	Verrucomicrobia bacterium ADurb.Bin018	1852925
A0A0Q9P493	A0A0Q9P493_9GAMM	Rhodanobacter sp. Soil772	1736406
A0A1C5LSJ8	A0A1C5LSJ8_9BACE	uncultured Bacteroides sp.	162156
A0A1Q6RTM6	A0A1Q6RTM6_9FIRM	Firmicutes bacterium CAG:176_59_8	1897030
A0A258GFH9	A0A258GFH9_9RHOB	Rhodobacterales bacterium 32-67-9	1970560
A0A2E5BDX8	A0A2E5BDX8_9FLAO	Pseudozobellia sp.	2024854
A0A2E5B9L9	A0A2E5B9L9_9FLAO	Pseudozobellia sp.	2024854
A0A2D9B771	A0A2D9B771_ALTSX	Alteromonas sp.	232
A0A1Q6L9E9	A0A1Q6L9E9_9FIRM	Clostridiales bacterium 52_15	1897048
A0A1C6EDW8	A0A1C6EDW8_9CLOT	uncultured Butyricicoccus sp.	1193532
A0A1F5RCK3	A0A1F5RCK3_9BACT	Candidatus Edwardsbacteria bacterium GWF2_54_11	1817851
A0A1G0FIA8	A0A1G0FIA8_9GAMM	Gammaproteobacteria bacterium RBG_16_66_13	1798267
A0A0G5NAS4	A0A0G5NAS4_PSEAI	Pseudomonas aeruginosa	287
A0A1E4EUX6	A0A1E4EUX6_9RHOB	Paracoccus sp. SCN 68-21	1660154
A0A0S8G8T6	A0A0S8G8T6_9BACT	candidate division TA06 bacterium SM23_40	1703774
A0A0C5WEB7	A0A0C5WEB7_9ENTR	Enterobacteriaceae bacterium bta3-1	1265478
A0A1W6NWJ3	A0A1W6NWJ3_9RHOB	Ketogulonicigenium robustum	92947
A0A1V5SZW1	A0A1V5SZW1_9BACT	bacterium ADurb.Bin270	1866926
A0A1M6B831	A0A1M6B831_9FIRM	[Clostridium] caenicola	659425
A0A1Q7UD78	A0A1Q7UD78_9BACT	Candidatus Rokubacteria bacterium 13_1_20CM_4_68_9	1805346
