Entry	Entry name	Organism	Organism ID
F4NN13	F4NN13_ECOLX	Escherichia coli D9	556266
A0A1G3ED76	A0A1G3ED76_9GAMM	Pseudomonadales bacterium RIFCSPHIGHO2_02_FULL_60_43	1802005
T9CJ33	T9CJ33_ECOLX	Escherichia coli UMEA 3212-1	1281218
A0A0P9L1C0	A0A0P9L1C0_9PSED	Pseudomonas caricapapayae	46678
A0A2V2AGE1	A0A2V2AGE1_9PSED	Pseudomonas sp. OV226	2135588
J0MBJ3	J0MBJ3_9ENTR	Enterobacter sp. Ag1	1202448
A0A2A7T9U4	A0A2A7T9U4_YERKR	Yersinia kristensenii	28152
A0A263NUD7	A0A263NUD7_9PSED	Pseudomonas sp. IB20	1702250
A0A173JSK3	A0A173JSK3_9PSED	Pseudomonas sp. GR 6-02	1659194
A0A176VCP2	A0A176VCP2_9PSED	Pseudomonas brenneri	129817
A8AQI6	A8AQI6_CITK8	Citrobacter koseri (strain ATCC BAA-895 / CDC 4225-83 / SGSC4696)	290338
Q8EA36	Q8EA36_SHEON	Shewanella oneidensis (strain MR-1)	211586
A0A1X3IUF9	A0A1X3IUF9_ECOLX	Escherichia coli TA447	656447
A0A2R4TS42	A0A2R4TS42_AERHY	Aeromonas hydrophila subsp. hydrophila	196023
A0A1Q9GI25	A0A1Q9GI25_9GAMM	Photobacterium proteolyticum	1903952
W6V489	W6V489_PSESZ	Pseudomonas sp. (strain GM41(2012))	1144708
A0A1F0IXK4	A0A1F0IXK4_9PSED	Pseudomonas sp. HMSC065H01	1739516
A0A0G3GA03	A0A0G3GA03_9PSED	Pseudomonas chlororaphis	587753
A0A0A6DEX5	A0A0A6DEX5_9PSED	Pseudomonas chlororaphis	587753
U1ZSW3	U1ZSW3_9PSED	Pseudomonas sp. EGD-AK9	1386078
A0A1B7K773	A0A1B7K773_9ENTR	Kluyvera georgiana ATCC 51603	1354264
A0A0Q0EI49	A0A0Q0EI49_PSESX	Pseudomonas syringae pv. theae	103985
G4F6B0	G4F6B0_9GAMM	Halomonas sp. HAL1	550984
A0A0A8FHI0	A0A0A8FHI0_9GAMM	Dickeya zeae EC1	1427366
A0A0T9U8K5	A0A0T9U8K5_YERKR	Yersinia kristensenii	28152
A0A2N0VUI8	A0A2N0VUI8_9GAMM	Rahnella sp. AA	2057180
A0A0T9QTI2	A0A0T9QTI2_YERKR	Yersinia kristensenii	28152
R9V9G2	R9V9G2_PSEPU	Pseudomonas putida H8234	1331671
A0A0F4XF99	A0A0F4XF99_9PSED	Pseudomonas kilonensis	132476
A0A1R4KUZ7	A0A1R4KUZ7_9GAMM	Pseudoalteromonas sp. JB197	1434839
A0A2X4RI26	A0A2X4RI26_HAEHA	Haemophilus haemolyticus	726
A5W9I2	A5W9I2_PSEP1	Pseudomonas putida (strain ATCC 700007 / DSM 6899 / BCRC 17059 / F1)	351746
A0A2X5NEX7	A0A2X5NEX7_9GAMM	Tatumella ptyseos	82987
A0A0C3EDH8	A0A0C3EDH8_9VIBR	Vibrio mytili	50718
A0A1V3W7D7	A0A1V3W7D7_9SPHI	Pedobacter himalayensis	246796
V6FWP6	V6FWP6_ECOLX	Escherichia coli 99.0741	869678
A0A0M3GAK5	A0A0M3GAK5_HAEHA	Haemophilus haemolyticus	726
A0A2H2ZBF5	A0A2H2ZBF5_9PSED	Pseudomonas sp. 31 E 6	1844100
A0A0M3G1C4	A0A0M3G1C4_HAEHA	Haemophilus haemolyticus	726
A0A1B8PBQ3	A0A1B8PBQ3_HAEHA	Haemophilus haemolyticus	726
A0A2I0C950	A0A2I0C950_9PSED	Pseudomonas hunanensis	1247546
I3UTE9	I3UTE9_PSEPU	Pseudomonas putida ND6	231023
A0A1V3TK81	A0A1V3TK81_9PAST	Pasteurellaceae bacterium 15-036681	1924934
A0A252EZ51	A0A252EZ51_SHEPU	Shewanella putrefaciens (Pseudomonas putrefaciens)	24
A0A2N0CQY8	A0A2N0CQY8_9ENTR	Cedecea lapagei	158823
A0A239E8W3	A0A239E8W3_9PSED	Pseudomonas japonica	256466
A0A0P9LG40	A0A0P9LG40_PSEA0	Pseudomonas amygdali pv. aesculi	251722
A0A0E3ML42	A0A0E3ML42_9PSED	Pseudomonas synxantha	47883
A0A077PXJ9	A0A077PXJ9_XENBV	Xenorhabdus bovienii str. kraussei Becker Underwood	1398204
A0A2T5Z730	A0A2T5Z730_9PSED	Pseudomonas sp. GV021	2135749
A0A2D8RI61	A0A2D8RI61_9GAMM	Hahellaceae bacterium	2048971
I4MWI5	I4MWI5_9PSED	Pseudomonas sp. M47T1	1179778
D7HAN3	D7HAN3_VIBCL	Vibrio cholerae RC385	345074
A0A2J7TNH4	A0A2J7TNH4_9PSED	Pseudomonas protegens	380021
A0A1N6MS90	A0A1N6MS90_9GAMM	Xenorhabdus innexi	290109
A0A2I8D4K1	A0A2I8D4K1_9GAMM	Aeromonas sp. ASNIH5	1758179
A0A0W0PLR3	A0A0W0PLR3_PSEFL	Pseudomonas fluorescens ABAC62	1230466
A0A142H7E6	A0A142H7E6_9ENTR	Shigella sp. PAMC 28760	1813821
A0A1G8MWA8	A0A1G8MWA8_9PSED	Pseudomonas abietaniphila	89065
A0A0N0W596	A0A0N0W596_PSEA0	Pseudomonas amygdali pv. mellea	251721
A0A0J1JRR7	A0A0J1JRR7_9ENTR	Citrobacter sp. MGH100	1686377
A0A1W6MB35	A0A1W6MB35_VIBVL	Vibrio vulnificus	672
A0A258BW93	A0A258BW93_9GAMM	Pseudomonadales bacterium 32-61-5	1970544
A0A1G9AXM7	A0A1G9AXM7_9PSED	Pseudomonas indica	137658
A0A2D0IMN6	A0A2D0IMN6_9GAMM	Xenorhabdus ehlersii	290111
L3NTV0	L3NTV0_ECOLX	Escherichia coli KTE66	1182673
A0A0P9UZ80	A0A0P9UZ80_PSEA0	Pseudomonas amygdali pv. mori	34065
A0A0F7Y4W2	A0A0F7Y4W2_9PSED	Pseudomonas sp. CCOS 191	1649877
D4C5Z9	D4C5Z9_PRORE	Providencia rettgeri DSM 1131	521000
A0A0W0N981	A0A0W0N981_9PSED	Pseudomonas sp. ICMP 19500	1208102
W1J2S2	W1J2S2_9GAMM	Xenorhabdus szentirmaii DSM 16338	1427518
A0A2M9R9L9	A0A2M9R9L9_9ENTR	Raoultella sp. T31	2054594
H5V7S1	H5V7S1_ATLHE	Atlantibacter hermannii NBRC 105704	1115512
A0A1F1PYS7	A0A1F1PYS7_9PSED	Pseudomonas sp. HMSC08G10	1581141
A0A2N7ZRN8	A0A2N7ZRN8_9PSED	Pseudomonas sp. MPR-R2A5	2070622
A0A1S2UW58	A0A1S2UW58_9PSED	Pseudomonas costantinii	168469
A0A0R2YIK1	A0A0R2YIK1_9PSED	Pseudomonas libanensis	75588
A0A0T9T4A8	A0A0T9T4A8_YERAL	Yersinia aldovae	29483
V1DHR9	V1DHR9_9GAMM	Shewanella decolorationis S12	1353536
A0A2R7SAZ2	A0A2R7SAZ2_9PSED	Pseudomonas sp. HMWF010	2056847
A7ZSI0	A7ZSI0_ECO24	Escherichia coli O139:H28 (strain E24377A / ETEC)	331111
A0A2N7GF89	A0A2N7GF89_9VIBR	Vibrio sp. 10N.261.55.A7	1880851
Q87IQ3	Q87IQ3_VIBPA	Vibrio parahaemolyticus serotype O3:K6 (strain RIMD 2210633)	223926
A0A0P9LH49	A0A0P9LH49_PSECA	Pseudomonas cannabina	86840
F4T4H6	F4T4H6_ECOLX	Escherichia coli M605	656417
W0HSS6	W0HSS6_9GAMM	Sodalis praecaptivus	1239307
A0A1H8PYV1	A0A1H8PYV1_9PSED	Pseudomonas sp. ok266	1761896
A0A094U775	A0A094U775_PECCA	Pectobacterium carotovorum subsp. odoriferum	78398
A0A1E3N063	A0A1E3N063_9ENTR	Shigella sp. FC569	1892897
A0A0R3CEC8	A0A0R3CEC8_9PSED	Pseudomonas sp. DSM 29142	2015502
A0A2S4KB27	A0A2S4KB27_9GAMM	Cobetia sp. MM1IDA2H-1	1268241
A0A1S8CGJ3	A0A1S8CGJ3_9GAMM	Serratia oryzae	2034155
A0A2A2DQK5	A0A2A2DQK5_9PSED	Pseudomonas sp. PICF141	1949067
A0A167QE11	A0A167QE11_9ENTR	Enterobacter roggenkampii	1812935
A0A1Q4MEX7	A0A1Q4MEX7_AERSA	Aeromonas salmonicida subsp. salmonicida	29491
A0A2H9U593	A0A2H9U593_9GAMM	Aeromonas cavernicola	1006623
V0A5M3	V0A5M3_ECOLX	Escherichia coli 907713	1268986
A0A2G4U2X0	A0A2G4U2X0_YERBE	Yersinia bercovieri	634
J3ESN1	J3ESN1_9PSED	Pseudomonas sp. GM18	1144324
A0A0T9KQB4	A0A0T9KQB4_9GAMM	Yersinia nurmii	685706
C9PMC1	C9PMC1_9PAST	Pasteurella dagmatis ATCC 43325	667128
A0A1X1BSR5	A0A1X1BSR5_9GAMM	Pantoea conspicua	472705
A0A291AC17	A0A291AC17_9PSED	Pseudomonas frederiksbergensis	104087
A0A0B6FK67	A0A0B6FK67_YERFR	Yersinia frederiksenii Y225	1454377
A0A2I1XAI0	A0A2I1XAI0_NEISI	Neisseria sicca	490
F9EY18	F9EY18_9NEIS	Neisseria macacae ATCC 33926	997348
A0A2C6DHS7	A0A2C6DHS7_9GAMM	Budvicia aquatica	82979
A0A0P9SH03	A0A0P9SH03_PSEA0	Pseudomonas amygdali pv. hibisci	251723
A0A0A6QR94	A0A0A6QR94_9VIBR	Vibrio caribbeanicus	701175
A0A2N5DUE8	A0A2N5DUE8_9GAMM	Yersiniaceae bacterium 2016Iso4	2060068
A0A2S8YB27	A0A2S8YB27_9PSED	Pseudomonas sp. MYb115	1848717
F3H1R3	F3H1R3_PSESX	Pseudomonas syringae Cit 7	629264
M4R8T2	M4R8T2_BIBTR	Bibersteinia trehalosi USDA-ARS-USMARC-192	1171377
F3HM48	F3HM48_PSEYM	Pseudomonas syringae pv. maculicola str. ES4326	629265
G2S1E1	G2S1E1_ENTAL	Enterobacter asburiae (strain LF7a)	640513
I4JPH6	I4JPH6_PSEST	Pseudomonas stutzeri TS44	477228
A0A2G0WD74	A0A2G0WD74_9PSED	Pseudomonas sp. ICMP 561	1718918
A0A1E5MUL4	A0A1E5MUL4_9ENTR	Enterobacter sp. ku-bf2	1888167
A0A2S3TV60	A0A2S3TV60_9PSED	Pseudomonas syringae group genomosp. 3	251701
A0A099E7C0	A0A099E7C0_9PSED	Pseudomonas sp. H2	658612
A0A0Q0AUH7	A0A0Q0AUH7_9PSED	Pseudomonas syringae pv. primulae	251707
D0IH71	D0IH71_9VIBR	Vibrio sp. RC586	675815
A0A291TPC9	A0A291TPC9_9GAMM	Aeromonas sp. CU5	2033033
A0A1J0EJK3	A0A1J0EJK3_9PSED	Pseudomonas frederiksbergensis	104087
A0A1L9L155	A0A1L9L155_VIBFL	Vibrio fluvialis	676
U1QGY9	U1QGY9_9PAST	Aggregatibacter sp. oral taxon 458 str. W10330	1321772
F4VJT2	F4VJT2_ECOLX	Escherichia coli H591	656408
J2Y4B8	J2Y4B8_9PSED	Pseudomonas sp. GM80	1144339
A0A1V0HGA7	A0A1V0HGA7_NEISI	Neisseria sicca	490
A0A2P1PE11	A0A2P1PE11_9GAMM	Aeromonas rivipollensis	948519
C4LF27	C4LF27_TOLAT	Tolumonas auensis (strain DSM 9187 / TA4)	595494
A0A0T9M770	A0A0T9M770_YERPU	Yersinia pseudotuberculosis	633
A0A1H8A7B4	A0A1H8A7B4_9PAST	Pasteurella skyensis	97481
A0A0U1JGG5	A0A0U1JGG5_SALTM	Salmonella enterica subsp. enterica serovar Typhimurium str. DT104	85569
A0A1E2TXK0	A0A1E2TXK0_9GAMM	Pseudoalteromonas sp. BMB	1874619
A0A1Y2SIE1	A0A1Y2SIE1_9GAMM	Xenorhabdus vietnamensis	351656
A0A2V4WA05	A0A2V4WA05_9GAMM	Shewanella chilikensis	558541
A0A0M7PIF9	A0A0M7PIF9_9BURK	Achromobacter sp.	134375
A0A1I2HTH8	A0A1I2HTH8_9ENTR	Kosakonia sp. S29	1855371
A0A031FLP2	A0A031FLP2_9PSED	Pseudomonas sp. RIT288	1470589
A0A1K1ZLC5	A0A1K1ZLC5_9PSED	Pseudomonas sp. NFACC47-1	1566199
A0A2T5H794	A0A2T5H794_9PSED	Pseudomonas sp. GV071	2135754
A0A0G3QJF6	A0A0G3QJF6_9GAMM	Phytobacter ursingii	1972431
A0A2K9CER6	A0A2K9CER6_9PSED	Pseudomonas sp. S09G 359	2054919
A0A2D6E520	A0A2D6E520_9BACT	bacterium	1869227
A0A220UJG3	A0A220UJG3_9GAMM	Shewanella bicestrii	2018305
A0A2A2N1C2	A0A2A2N1C2_9VIBR	Vibrio sp. V1B	2047825
C4SCH2	C4SCH2_YERMO	Yersinia mollaretii ATCC 43969	349967
A0A031J4H3	A0A031J4H3_9PSED	Pseudomonas sp. RIT357	1470593
A0A1G4ZS30	A0A1G4ZS30_9PSED	Pseudomonas sp. NFACC32-1	1566198
A0A2S5FA26	A0A2S5FA26_AERJA	Aeromonas jandaei	650
A0A2P5IH54	A0A2P5IH54_9GAMM	Pantoea sp. PSNIH6	2080494
A0A2G0WI92	A0A2G0WI92_9PSED	Pseudomonas sp. ICMP 460	1718917
J2NDY1	J2NDY1_9PSED	Pseudomonas sp. GM102	1144321
A0A167FDR1	A0A167FDR1_9GAMM	Pseudoalteromonas luteoviolacea H33	1365251
A0A2H4VVL2	A0A2H4VVL2_9PSED	Pseudomonas sp. Lz4W	1206777
L3PZ64	L3PZ64_ECOLX	Escherichia coli KTE75	1182682
Q7MYH8	Q7MYH8_PHOLL	Photorhabdus luminescens subsp. laumondii (strain DSM 15139 / CIP 105565 / TT01)	243265
M3UWH4	M3UWH4_9PROT	alpha proteobacterium HIMB114	684719
A0A0W0NIJ5	A0A0W0NIJ5_9PSED	Pseudomonas sp. ABAC61	1230461
S6U2J5	S6U2J5_PSESF	Pseudomonas syringae pv. actinidiae ICMP 19096	1194405
A0A1B3CBF4	A0A1B3CBF4_9PSED	Pseudomonas corrugata	47879
A0A2N8EVK9	A0A2N8EVK9_9PSED	Pseudomonas sp. FW305-131	2070670
A0A1B5CTD4	A0A1B5CTD4_9PSED	Pseudomonas sp. 58 R 3	1844108
A0A0Q0BRK2	A0A0Q0BRK2_PSEAJ	Pseudomonas amygdali pv. tabaci (Pseudomonas syringae pv. tabaci)	322
A0A0E0XTE5	A0A0E0XTE5_ECO1C	Escherichia coli O104:H4 (strain 2011C-3493)	1133852
A0A270PJB9	A0A270PJB9_9PSED	Pseudomonas sp. ERMR1:02	1805930
R9VNZ0	R9VNZ0_9ENTR	Enterobacter sp. R4-368	1166130
A0A112KRE5	A0A112KRE5_NEIME	Neisseria meningitidis	487
A0A100V589	A0A100V589_SALCE	Salmonella choleraesuis	28901
A0A077P556	A0A077P556_XENBV	Xenorhabdus bovienii str. oregonense	1398202
A0A2L0TGV0	A0A2L0TGV0_9ENTR	Citrobacter freundii complex sp. CFNIH4	2077148
Q1R641	Q1R641_ECOUT	Escherichia coli (strain UTI89 / UPEC)	364106
F4TL14	F4TL14_ECOLX	Escherichia coli M718	656419
A0A2T0YVL1	A0A2T0YVL1_9PSED	Pseudomonas sp. NFACC50-1	1566221
A3QAR9	A3QAR9_SHELP	Shewanella loihica (strain ATCC BAA-1088 / PV-4)	323850
S2K4M4	S2K4M4_9PSED	Pseudomonas plecoglossicida NB2011	1330531
F2C2W1	F2C2W1_HAEAE	Haemophilus aegyptius ATCC 11116	888728
A0A2N5WI94	A0A2N5WI94_9GAMM	Aeromonas veronii	654
A0A1I4DEK2	A0A1I4DEK2_9PSED	Pseudomonas sp. NFACC52	1566219
G7F455	G7F455_9GAMM	Pseudoalteromonas sp. BSi20429	1097676
A0A0Q4M7Y7	A0A0Q4M7Y7_9GAMM	Serratia sp. Leaf50	1736223
A0A2R7TFX5	A0A2R7TFX5_9PSED	Pseudomonas sp. HMWF005	2056842
A0A165RHE8	A0A165RHE8_9GAMM	Aeromonas veronii	654
A0A1Y6JET2	A0A1Y6JET2_PSEVI	Pseudomonas viridiflava	33069
A0A0M2V675	A0A0M2V675_9GAMM	Arsukibacterium ikkense	336831
A0A2G0Z1A0	A0A2G0Z1A0_PSEVI	Pseudomonas viridiflava	33069
A0A2R9T612	A0A2R9T612_YEREN	Yersinia enterocolitica subsp. palearctica YE-P4	1329364
D7X2X3	D7X2X3_ECOLX	Escherichia coli MS 198-1	749549
J3D3T7	J3D3T7_9GAMM	Pantoea sp. GM01	1144320
A0A2N1BDU9	A0A2N1BDU9_9GAMM	Pseudoalteromonas sp. GutCa3	888433
A0A0R2ZHK1	A0A0R2ZHK1_9PSED	Pseudomonas trivialis	200450
Q4QNV1	Q4QNV1_HAEI8	Haemophilus influenzae (strain 86-028NP)	281310
A0A1H4WZ51	A0A1H4WZ51_9PSED	Pseudomonas mohnii	395600
A0A1L7G450	A0A1L7G450_9PSED	Pseudomonas alcaliphila JAB1	741155
A0A1B8HKM8	A0A1B8HKM8_9GAMM	Morganella psychrotolerans	368603
A0A0H5AD17	A0A0H5AD17_9PSED	Pseudomonas trivialis	200450
A0A2N1I3M1	A0A2N1I3M1_9GAMM	Colwellia sp. 12G3	2058299
A0A1T4SBY5	A0A1T4SBY5_ENTAG	Enterobacter agglomerans (Erwinia herbicola) (Pantoea agglomerans)	549
A0A2N1Y9S5	A0A2N1Y9S5_9GAMM	Gammaproteobacteria bacterium HGW-Gammaproteobacteria-15	2013797
E5B9U8	E5B9U8_ERWAM	Erwinia amylovora ATCC BAA-2158	889211
A0A2U9HD81	A0A2U9HD81_9ENTR	Enterobacter hormaechei subsp. xiangfangensis	1296536
A0A0C5VPC4	A0A0C5VPC4_9ENTR	Enterobacteriaceae bacterium bta3-1	1265478
A0A2G1ZLN3	A0A2G1ZLN3_9GAMM	Shewanella sp.	50422
A0A2A2IW41	A0A2A2IW41_9PSED	Pseudomonas sp. HAR-UPW-AIA-41	1985301
A0A1D3FJR8	A0A1D3FJR8_NEIGO	Neisseria gonorrhoeae	485
A0A2X3E9G0	A0A2X3E9G0_KLUCR	Kluyvera cryocrescens (Kluyvera citrophila)	580
Z2EU73	Z2EU73_VIBPH	Vibrio parahaemolyticus V-223/04	1238219
A0A1C2KE65	A0A1C2KE65_9PSED	Pseudomonas sp. K35	1882381
A0A2E2LYC1	A0A2E2LYC1_PSEAS	Pseudoalteromonas sp.	53249
A0A257D6G6	A0A257D6G6_9PSED	Pseudomonas sp. PGPPP3	2015555
A0A1D3F4H1	A0A1D3F4H1_NEIGO	Neisseria gonorrhoeae	485
A0A2X2H924	A0A2X2H924_9GAMM	Serratia quinivorans	137545
A0A136H8J6	A0A136H8J6_9GAMM	Colwellia sp. Phe_37	1795872
A0A1K3RKG2	A0A1K3RKG2_MYCTX	Mycobacterium tuberculosis	1773
A0A2R2ZAQ4	A0A2R2ZAQ4_9PAST	Glaesserella sp. 15-184	2030797
A0A2N1Z2B9	A0A2N1Z2B9_9GAMM	Gammaproteobacteria bacterium HGW-Gammaproteobacteria-13	2013795
A0A2W5XUX4	A0A2W5XUX4_PSEPS	Pseudomonas pseudoalcaligenes	330
A0A2X2NJR3	A0A2X2NJR3_VIBAL	Vibrio alginolyticus	663
A0A2S6VSI8	A0A2S6VSI8_9GAMM	Pantoea sp. BRM17	1343867
A0A2S4B800	A0A2S4B800_9PSED	Pseudomonas sp. MWU12-2115	2071713
A0A2X2GJS7	A0A2X2GJS7_9GAMM	Serratia quinivorans	137545
A0A170LV35	A0A170LV35_KLEOX	Klebsiella oxytoca	571
A0A2E2KKB1	A0A2E2KKB1_9GAMM	Oceanospirillaceae bacterium	1899355
A0A2E5FNP3	A0A2E5FNP3_9PROT	Candidatus Pelagibacter sp.	2024849
F4N1N8	F4N1N8_YEREN	Yersinia enterocolitica W22703	913028
A0A212I3S8	A0A212I3S8_9ENTR	uncultured Citrobacter sp.	200446
A0A1D2Q5X1	A0A1D2Q5X1_MANHA	Mannheimia haemolytica (Pasteurella haemolytica)	75985
A0A1C2E4H0	A0A1C2E4H0_9PSED	Pseudomonas graminis	158627
B7LHZ3	B7LHZ3_ECO55	Escherichia coli (strain 55989 / EAEC)	585055
A0A059IB58	A0A059IB58_ENTAG	Pantoea agglomerans Eh318	1408177
A0A1G8EHW3	A0A1G8EHW3_9PSED	Pseudomonas panipatensis	428992
A0A0M2T2X4	A0A0M2T2X4_9GAMM	Pararheinheimera mesophila	1547515
Q4ZN86	Q4ZN86_PSEU2	Pseudomonas syringae pv. syringae (strain B728a)	205918
S4YPC6	S4YPC6_SERPL	Serratia plymuthica S13	1348660
J2SFM3	J2SFM3_9PSED	Pseudomonas sp. GM55	1144333
A0A0P7JGS1	A0A0P7JGS1_9NEIS	Neisseria sp. 83E34	1692264
A0A024EEF6	A0A024EEF6_9PSED	Pseudomonas mandelii JR-1	1147786
A0A2G5FEY8	A0A2G5FEY8_9PSED	Pseudomonas sp. PI11	1691904
A0A0F6B7K7	A0A0F6B7K7_SALT1	Salmonella typhimurium (strain 14028s / SGSC 2262)	588858
A0A0J1JT78	A0A0J1JT78_9GAMM	Photobacterium aquae	1195763
A0A0W2HVT1	A0A0W2HVT1_9ENTR	Enterobacter cloacae complex sp. SMART_763	1870951
S0UAT2	S0UAT2_9ESCH	Escherichia sp. KTE114	1169321
X2JYK6	X2JYK6_AGGAC	Aggregatibacter actinomycetemcomitans HK1651	272556
A0A059L8X3	A0A059L8X3_9PSED	Pseudomonas mandelii PD30	1419583
A0A090K047	A0A090K047_9GAMM	Aliivibrio wodanis	80852
A0A0Q0X227	A0A0Q0X227_9PSED	Pseudomonas endophytica	1563157
A0A0T9PAF1	A0A0T9PAF1_9GAMM	Yersinia similis	367190
A0A1X7CH73	A0A1X7CH73_9PSED	Pseudomonas sp. LAIL14HWK12:I11	1265481
A0A2G8E0B9	A0A2G8E0B9_9GAMM	Erwinia sp. OLSSP12	1912096
A0A291DSW6	A0A291DSW6_9ENTR	Cedecea neteri	158822
A0A2D2MBH7	A0A2D2MBH7_9PSED	Pseudomonas sp. HLS-6	2049589
A0A263HF06	A0A263HF06_9PAST	Actinobacillus seminis	722
A0A2K4FZV4	A0A2K4FZV4_9PSED	Pseudomonas sp. FW300-N1A1	2075555
A0A1W1Z204	A0A1W1Z204_9PSED	Pseudomonas sp. URIL14HWK12:I5	1261630
H3RGG9	H3RGG9_PANSE	Pantoea stewartii subsp. stewartii DC283	660596
A0A1S1N6X6	A0A1S1N6X6_9GAMM	Pseudoalteromonas byunsanensis	327939
A0A1H1Q073	A0A1H1Q073_9PSED	Pseudomonas asplenii	53407
J2T1Y0	J2T1Y0_9PSED	Pseudomonas sp. GM60	1144334
A0A1V4NPG3	A0A1V4NPG3_9ENTR	Citrobacter sp. A316	1639132
F9H1P9	F9H1P9_HAEHA	Haemophilus haemolyticus M21621	1028805
A0A077N2P8	A0A077N2P8_XENBV	Xenorhabdus bovienii str. feltiae Florida	1397852
I0QLS9	I0QLS9_9GAMM	Serratia sp. M24T3	932213
A0A2T9GV03	A0A2T9GV03_SALCE	Salmonella enterica subsp. arizonae serovar 51:g,z51:-	2172529
A0A0A1YET4	A0A0A1YET4_9PSED	Pseudomonas taeanensis MS-3	1395571
A0A0M0I4L1	A0A0M0I4L1_9VIBR	Vibrio hepatarius	171383
D6I1Y2	D6I1Y2_ECOLX	Escherichia coli B088	550672
A0A290TE63	A0A290TE63_9GAMM	Pseudoalteromonas spongiae UST010723-006	1117319
A0A0W0HWU4	A0A0W0HWU4_PSEFL	Pseudomonas fluorescens ICMP 11288	1198309
A0A2N7MZ34	A0A2N7MZ34_9VIBR	Vibrio sp. 10N.222.52.B12	1880840
A0A0B6XEE8	A0A0B6XEE8_XENBV	Xenorhabdus bovienii	40576
A0A1E5BAP9	A0A1E5BAP9_9VIBR	Vibrio genomosp. F10 str. ZF-129	1187848
J3H675	J3H675_9PSED	Pseudomonas sp. GM74	1144336
Q664U9	Q664U9_YERPS	Yersinia pseudotuberculosis serotype I (strain IP32953)	273123
Q4K5H3	Q4K5H3_PSEF5	Pseudomonas fluorescens (strain ATCC BAA-477 / NRRL B-23932 / Pf-5)	220664
A0A2I8NML3	A0A2I8NML3_9ENTR	Leclercia sp. LSNIH1	1920114
A0A285L848	A0A285L848_9ENTR	Enterobacter sp. CC120223-11	1378073
A0A285HD28	A0A285HD28_9PSED	Pseudomonas sp. LAMO17WK12:I5	1286366
A0A0D6BQR4	A0A0D6BQR4_9PSED	Pseudomonas sp. Os17	1500686
A0A2T9UJ92	A0A2T9UJ92_9ENTR	Enterobacter sp. HN503E2II	2041079
A0A1V9DR18	A0A1V9DR18_9GAMM	Pantoea latae	1964541
A3N0C3	A3N0C3_ACTP2	Actinobacillus pleuropneumoniae serotype 5b (strain L20)	416269
A0A0M0M8T5	A0A0M0M8T5_9GAMM	Rheinheimera sp. KL1	1635005
A0A1Y0KNA6	A0A1Y0KNA6_9PSED	Pseudomonas sp. M30-35	1981174
W7NI57	W7NI57_9ENTR	Enterobacter sp. DC4	1395580
A0A1G4UQH3	A0A1G4UQH3_9PSED	Pseudomonas sp. NFACC05-1	1566241
A0A2R3ISB9	A0A2R3ISB9_PSEAI	Pseudomonas aeruginosa	287
U3H684	U3H684_PSEAC	Pseudomonas alcaligenes OT 69	1333854
A0A172YDX9	A0A172YDX9_9GAMM	Halotalea alkalilenta	376489
A0A173J8K8	A0A173J8K8_9PSED	Pseudomonas sp. DR 5-09	1534110
F4HEI8	F4HEI8_GALAU	Gallibacterium anatis (strain UMN179) (Pasteurella anatis)	1005058
A0A2M7HQD3	A0A2M7HQD3_9GAMM	Shewanella sp. CG12_big_fil_rev_8_21_14_0_65_47_15	1975537
A0A0Q0CW76	A0A0Q0CW76_PSESS	Pseudomonas savastanoi pv. retacarpa	663708
A6B167	A6B167_VIBPQ	Vibrio parahaemolyticus serotype O3:K6 (strain AQ3810)	419109
S1GJ21	S1GJ21_ECOLX	Escherichia coli KTE100	1182699
T0PI96	T0PI96_AERSA	Aeromonas salmonicida subsp. pectinolytica 34mel	1324960
E6BI40	E6BI40_ECOLX	Escherichia coli MS 85-1	679202
A0A0N8RKZ8	A0A0N8RKZ8_9PSED	Pseudomonas ficuserectae	53410
F9Q6W4	F9Q6W4_9PAST	Haemophilus pittmaniae HK 85	1035188
B0TTB4	B0TTB4_SHEHH	Shewanella halifaxensis (strain HAW-EB4)	458817
A0A1N6ZQ32	A0A1N6ZQ32_9GAMM	Aeromonas sp. RU34C	1907417
A0A061D1D8	A0A061D1D8_PSEPS	Pseudomonas pseudoalcaligenes	330
W2DB99	W2DB99_9PSED	Pseudomonas sp. FH4	1284393
A0A0P9HFX1	A0A0P9HFX1_PSESX	Pseudomonas syringae pv. alisalensis	663709
A0A0Q0HPS2	A0A0Q0HPS2_9GAMM	Pseudoalteromonas sp. P1-16-1b	1723757
A0A223EIV5	A0A223EIV5_9BACI	Bacillus simplex NBRC 15720 = DSM 1321	1349754
A0A1X1D097	A0A1X1D097_9GAMM	Pantoea wallisii	1076551
A0A0L0AS72	A0A0L0AS72_9ENTR	Klebsiella sp. RIT-PI-d	1681196
C3LUK7	C3LUK7_VIBCM	Vibrio cholerae serotype O1 (strain M66-2)	579112
C0DS05	C0DS05_EIKCO	Eikenella corrodens ATCC 23834	546274
A0A0P9QII8	A0A0P9QII8_9PSED	Pseudomonas coronafaciens pv. garcae	251653
A0A1X3K2T9	A0A1X3K2T9_ECOLX	Escherichia coli H461	656403
A0A2N1X1G6	A0A2N1X1G6_9GAMM	Gammaproteobacteria bacterium HGW-Gammaproteobacteria-5	2013801
B5RH44	B5RH44_SALG2	Salmonella gallinarum (strain 287/91 / NCTC 13346)	550538
