Entry,genomic_dna_id
A0A1Y2CBK1,ORY44224.1
A0A1Y2CAW7,ORY44182.1
A0A1Y2CD35,ORY44225.1
A0A1Y2BVN5,ORY38155.1
A0A0E9NK34,GAO50204.1
A0A1L7WV02,CZR56601.1
E3S7C9,EFQ86115.1
A0A1Y1YNH5,ORX99316.1
A0A1Y2CUH3,ORY50673.1
A0A2P4ZAQ6,PON21375.1
A0A1Y1XWD8,ORX89995.1
A0A0A2L5C2,KGO74398.1
A0A1Y2E577,ORY66700.1
A7E8P9,EDN96751.1
A0A0K8KZR3,GAO81287.1
W9Q6Y1,EXA47545.1
L2FYP3,ELA31196.1
A0A1D9PT85,APA05924.1
A0A0A2IYM8,KGO56536.1
A0A161Y1R8,KZL83362.1
W7E9K7,EUN20762.1
W6Y363,EUC32065.1
A0A1S1W7Y3,OHX00811.1
A0A1Y2W0B0,OTB02359.1
A0A2H3FRG5,PCD17878.1
R4X9J4,CCG82395.1
A0A139A4W8,KXS11830.1
A8N9V8,EAU90147.2
G9P1V3,EHK43381.1
A0A2T4BNI0,PTB70841.1
A0A1C3YLJ5,SCB65396.1
A0A194XBC1,KUJ17449.1
I1RZ33,
A0A2H3I0Y7,PCD43769.1
A0A0G4KLV5,CRK09890.1
A0A0G4MH96,CRK33544.1
A0A1V6V1L8,OQE44508.1
F0XAF2,EFX05611.1
A0A0D2KKZ5,KJA15277.1
A0A2T4AVD2,PTB61020.1
A0A0J5PQ70,KMK58648.1
A0A1T3CAU7,OPB38192.1
A0A194VX64,KUI68592.1
A0A2T2P364,PSN72130.1
A0A024SHY6,ETS05316.1
A0A1Y2HCL8,ORZ32316.1
A0A178E9B5,OAL51673.1
A0A1L9PY81,OJJ06510.1
A0A2T4GCS6,PTD01386.1
A0A2R6NU26,PSR76654.1
A0A2R6P0T7,PSR82862.1
B8MKR4,EED14913.1
A0A167HDN1,OAA47794.1
A0A136JEM8,KXJ95621.1
B8MJW8,EED14785.1
A0A1Y2DUX0,ORY63061.1
A0A0F2M859,KJR85827.1
A0A1S8VUX1,OON05944.1
M2RIR7,EMD66599.1
A0A1S8VWS7,OON06647.1
A0A1S8VJ49,OON02252.1
A0A2H3F8R8,PBP27736.1
A0A0L0H4R7,KNC95964.1
K3UNV2,EKJ73971.1
A0A2H3A097,OTA08620.1
A0A0A2VSY7,KGQ10693.1
A0A261Y7H7,OZJ06549.1
A0A1Y2UMU5,OTA84415.1
A0A0L0TBP3,KNE72141.1
A0A137PAJ2,KXN72027.1
A0A2K0W0V8,PNP75910.1
A0A0L0H8P6,KNC97304.1
A0A2I1BVM2,PKX89428.1
A0A0L0HGV3,KND00307.1
A0A137P2F6,KXN69101.1
A0A1U8QT54,EAA63394.1
A0A0L0HPS4,KND03077.1
G4TAR0,CCA68403.1
T0LGF1,EQB47305.1
A0A139AH98,KXS16192.1
A0A1L9T827,OJJ55433.1
A0A139AKJ1,KXS17287.1
A0A2S7QB60,PQE23778.1
A0A0C2XJL3,KIM37983.1
A0A139A519,KXS11831.1
A0A139A5B2,KXS11819.1
A0A231M018,OXS03245.1
A0A0L1HWD7,KNG50619.1
G3JE47,EGX92872.1
A0A139AKR4,KXS17288.1
A0A093XP78,KFX46983.1
B6HL82,CAP95685.1
W7M4D7,EWG42384.1
A0A093VAL4,KFX46984.1
A0A015JKG1,EXX67635.1
A0A2P4PFQ7,POG64226.1
A0A1Y2BTW4,ORY38191.1
B6QID3,EEA23128.1
A0A0N8H6S7,KPM39804.1
A0A2V1BK85,PVH73778.1
E3QJ85,EFQ30923.1
A0A2V1DW98,PVI01535.1
A0A167TQW9,KZN88525.1
A0A2J6TBS9,PMD60490.1
A0A166UUA2,KZL73818.1
A0A146HFG6,GAT47269.1
A0A165QPA6,KZT22696.1
V9FVT7,ETI55620.1
V9FVW0,ETI55619.1
A0A1F2VBU9,OFW42430.1
A0A1V4XBT2,OPY06947.1
A0A2M8I799,PJE18280.1
A0A2G4ILU1,PHX99440.1
A0A1Q7CEH6,OLB85024.1
A0A1F8IBJ5,OGN46640.1
A0A2V5TEI8,PYJ51711.1
A0A2V6BKK5,PYK53703.1
A0A0W1I2U9,KTE73664.1
A0A1M3CRZ4,OJV08505.1
A0A0T6AIR8,KRT75007.1
A0A258JJH4,OYX81815.1
A0A0G1DV60,KKS66178.1
A0A2D9H4X0,MAO80976.1
A0A2N6GAB4,PLY12512.1
A0A2D8ENY0,MAL44625.1
A0A2U8YGP2,AWN79751.1
A0A2A5FZW0,PCJ85390.1
A0A2N6B679,PLX38657.1
A0A1F7Q7S1,OGL25151.1
A0A2N1S6I6,PKL22429.1
A0A1J5D538,OIP26166.1
A0A2A4PEV3,PCH82636.1
A0A0I9SHX5,KJS70626.1
A0A2A4R4A6,PCI03986.1
A0A2A4LPA3,PCH49591.1
A0A2A4XVT2,PCI86411.1
A0A222QQX3,ASQ68897.1
A0A2X2Y8G1,SQB34219.1
A0A2G6F1I8,PID68229.1
A0A250BNJ6,ATA27853.1
A0A2X3A637,SQB83891.1
A0A1D2SX25,ODT08930.1
A0A1J5ITN2,OIQ00474.1
A0A2X4AJS4,SQF95107.1
A0A1Q3LVN6,OJU49806.1
A0A1Q6VV36,OLB04661.1
A0A1G2XUL8,OHB49857.1
A0A1J4TQ13,OIO13091.1
A0A2V5JYR7,PYI51442.1
A0A2E1LGG4,MAV46508.1
A0A2E7YFH6,MBP30247.1
A0A258LZ38,OYY11097.1
A0A2U2SCV2,PWH15926.1
A0A1D2RNI8,ODS60406.1
A0A2W6VQ20,PZU49845.1
A0A2N2DX80,PKM87075.1
A0A101HHX7,KUK77009.1
A0A2M8ICP5,PJE20262.1
A0A2P5LVZ9,PPD15912.1
A0A0P7Y984,KPQ10677.1
A0A0S8K815,KPL17968.1
A0A101HI61,KUK77301.1
A0A257V6M2,OYW04801.1
A0A1Q6GY34,OKZ17080.1
A0A1Q3RXN0,OJV68915.1
A0A1Q3YBA7,OJW99044.1
A0A2L2M197,AVH50362.1
A0A1F9M4U7,OGQ99279.1
A0A1E4K543,ODU34344.1
A0A2H0IRG3,PIQ49338.1
A0A1V6BME1,OQB65817.1
A0A2M7F999,PIV84696.1
A0A0S7YFN7,KPJ73576.1
A0A0S7YCY6,KPJ72041.1
A0A1C6GTI2,SCJ48540.1
A0A0Q9PFR7,KRE89824.1
A0A2A2Q5V4,PAW65952.1
A0A1V5LK42,OPZ81425.1
A0A257YFI4,OYW45394.1
A0A1C5ML72,SCH13258.1
A0A0Q9SC64,KRF20736.1
A0A0S8DU33,KPK39711.1
A0A1E4N0R1,ODU81176.1
A0A2N1WN37,PKL98145.1
W1BDA7,CDK78628.1
A0A0F7EE39,AKF92555.1
A0A2M6X0Z0,PIT98741.1
A0A2T5C578,PTN10028.1
W1ASI2,CDK70470.1
A0A2E3UK27,MBC58273.1
A0A1Q6VI98,OLB00585.1
A0A1E3YI98,ODS57438.1
A0A2E2Q7J7,MAY98791.1
A0A1E4BAB6,ODT03922.1
A0A2N2QVJ6,PKO34714.1
A0A1F4URC7,OGC47504.1
A0A258JFT9,OYX80541.1
A0A2R4TLL1,AVZ86316.1
A0A2W4TZU8,PZO14333.1
A0A2Y9TYN8,AWH88494.1
A0A257N3P5,OYV18151.1
A0A221SXV8,ASN81461.1
A0A257MZN1,OYV17353.1
F8KG55,CCC04454.1
A0A2U8SKQ5,AWM53336.1
A0A2T4WWN6,PTM09077.1
A0A1G7L0B1,SDF42905.1
A0A1G1G6N6,OGW39547.1
A0A1Q7EJT4,OLC14312.1
A0A1Q6JXF0,OKZ57774.1
A0A0R2XBC6,KRP33398.1
A0A259LRR3,OZB14806.1
D4IZ76,CBK73165.1
A0A1V6ANH0,OQB53942.1
A0A1F9BCG6,OGP68084.1
A0A0G4AZD9,AKM80665.1
A0A2N2R4B4,PKO37760.1
A0A1V6APN8,OQB54301.1
A0A2G2P472,PHS54273.1
A0A1M7K5G6,SHM60496.1
A0A2G2HIJ7,PHR73640.1
A0A2N2V2A5,PKO86098.1
A0A258EX37,OYX24344.1
A0A1Q3Q384,OJV28181.1
A0A117LTY2,KUK67301.1
A0A1E4NNE3,ODU94333.1
A0A2V6JDJ8,PYL52423.1
A0A2V5T7I1,PYJ52903.1
A0A2V6HGQ1,PYL27242.1
A0A2V5JJ17,PYI45634.1
A0A2V5Q6M8,PYJ15362.1
A0A2V5UPA0,PYJ69746.1
A0A2V5MST5,PYI85989.1
A0A2V5Y0H5,PYK10216.1
A0A2V6JYG3,PYL53450.1
A0A2V5WA39,PYJ89482.1
A0A1F8IQY9,OGN52235.1
A0A1C5T8S5,SCH82426.1
A0A1C5KHU4,SCG87479.1
A0A1C5W2V1,SCI16818.1
A0A1C6DBM8,SCJ05804.1
A0A0G0W464,KKS06812.1
A0A1C5L7W3,SCG96356.1
A0A1C6ISJ9,SCJ72762.1
A0A1C6G7E6,SCJ41140.1
A0A1C5VR29,SCI12930.1
A0A1C5SDS8,SCH71927.1
A0A1C6BS54,SCI86830.1
A0A2N2BXS8,PKM62818.1
A0A1C5T118,SCH79790.1
A0A1C6K598,SCJ89413.1
A0A1C5UX71,SCI02906.1
A0A1C6EFT1,SCJ19397.1
A0A1C5PPW0,SCH39135.1
A0A1C5Q9D4,SCH45882.1
A0A1C5XNC5,SCI36514.1
A0A1Q6T6R3,OLA67088.1
A0A1C5Z4A2,SCI54427.1
A0A1C5SZJ9,SCH79049.1
A0A1C5ZBH7,SCI56939.1
A0A1C5W5N7,SCI18126.1
A0A1F2XRY4,OFW71939.1
A0A1V5KNI7,OPZ70318.1
A0A1Q6F442,OKY93649.1
A0A2U8I2Q4,AWK13392.1
A0A1C5QT82,SCH52406.1
A0A1C6GNQ4,SCJ46908.1
A0A2M7CZ24,PIV34915.1
A0A1C5LYE5,SCH05357.1
A0A1C5VU90,SCI14060.1
A0A2W5XCN6,PZR57925.1
A0A2D7U497,MAK15327.1
A0A1Q6WYP7,OLB17998.1
A0A1C5TJJ3,SCH86004.1
A0A1W9ME70,OQX19063.1
A0A0Q9MIR1,KRE61971.1
A0A1W9M9M3,OQX16996.1
A0A1V5IEI3,OPZ42623.1
A0A233V4G1,OXZ27274.1
A0A257Y7Y0,OYW42755.1
A0A2N2GT92,PKN23676.1
A0A1J5CIK4,OIP18646.1
A0A1V5SU57,OQA58070.1
A0A259I2Z6,OZA69719.1
A0A2W5EC63,PZP39097.1
A0A1Q6HZX5,OKZ32166.1
A0A259D4P2,OZA08927.1
A0A2M8CAS1,PJB56126.1
A0A1Q8APL5,OLE81724.1
A0A2U7PC75,ATU05018.1
A0A2D8TVV2,MAN18639.1
A0A2U9NHG8,AWT12717.1
A0A2D7JDB9,MAI95905.1
A0A2E2CVW5,MAX47081.1
A0A2V6FVW6,PYL02893.1
A0A2V6GLE7,PYL14710.1
A0A2V5M5B6,PYI75120.1
A0A2V5YBT8,PYK10939.1
A0A2V6LID6,PYL75244.1
A0A2V5YQB6,PYK19755.1
A0A2V6EIB5,PYK89793.1
A0A2V6FUR8,PYL06496.1
A0A2V6I1A6,PYL29503.1
A0A2E6QPH5,MBL29160.1
A0A2N3FTF9,PKQ23779.1
A0A2E1TSW3,MAW36412.1
A0A2V6KCQ6,PYL62181.1
A0A1V5XSX5,OQB18786.1
A0A2N2X5C7,PKP11670.1
A0A2V6KA29,PYL62302.1
A0A1Q7QPJ4,OLD53677.1
A0A0R2VVQ8,KRP13681.1
A0A1V6A6E8,OQB48022.1
A0A1E4CQ89,ODT28549.1
A0A2A4LJG2,PCH47667.1
A0A1M3IA23,OJW76219.1
A0A2A5EDK5,PCJ65991.1
A0A2G2GYP5,PHR66612.1
A0A1Q3QA63,OJV32579.1
A0A2A4N357,PCH66447.1
A0A2R3MWA5,AVM67876.1
A0A2X1IKC2,SPW34159.1
A0A1Q7H5G5,OLC46635.1
A0A258IQV8,OYX71546.1
A0A2W5P6Y1,PZQ61542.1
A0A2W4V6N4,PZO02848.1
A0A2D8YTJ2,MAN78737.1
A0A2M8AG95,PJB16547.1
A0A1V6A8E9,OQB48476.1
A0A2G6GTI6,PID89855.1
A0A227JN53,OXE36015.1
A0A136P1W0,KXK52393.1
A0A2N6BPF4,PLX45048.1
A0A2P7R6L4,PSJ45865.1
A0A2W4NT06,PZN50953.1
A0A2T4WI29,PTM02821.1
A0A2X1JMC7,SPW25626.1
A0A2E9HKI1,MBT48970.1
A0A2X1IAG6,SPW32197.1
A0A1V5DRL0,OPY85715.1
A0A1H2E1R1,SDT89076.1
A0A094PH77,KGA08999.1
A0A2W5D024,PZP25335.1
A0A2T4X7G2,PTM12903.1
A0A2E2M9Q5,MAY62162.1
A0A2V5PHF3,PYJ05694.1
A0A2V6KIB6,PYL64031.1
A0A2V5K4Q6,PYI49080.1
A0A2N1TY52,PKL44105.1
A0A2V5SE69,PYJ42552.1
A0A2X0Q1W3,SPS11428.1
A0A2X0Q1W3,SPB25799.1
A0A2A4MT10,PCH62736.1
A0A2A4MT10,PCH64181.1
A0A2A4MT10,PCH87556.1
A0A2E2S675,MAO27692.1
A0A2E2S675,MAZ22824.1
A0A2V5JA94,PYI42974.1
A0A1V4MWD0,OPL19199.1
A0A1Q6RZN7,OLA49936.1
A0A2V5T1R4,PYJ47381.1
A0A2V6GE99,PYL08179.1
A0A2V5W1Y9,PYJ82678.1
A0A2V6G884,PYL10140.1
A0A2V5NQU5,PYI90176.1
A0A2N1U9L8,PKL48094.1
A0A1Q6U8F6,OLA79913.1
A0A1Q6WXQ4,OLB17885.1
A0A1Q6JXP3,OKZ57821.1
A0A1Q6WF52,OLB11797.1
A0A2V5S548,PYJ36511.1
A0A2V5RP96,PYJ26057.1
A0A2V6AVM8,PYK46441.1
A0A2V6KDM7,PYL64057.1
A0A2V5QQE8,PYJ22136.1
A0A2V5MRX4,PYI79147.1
A0A2V5IWX7,PYI40649.1
A0A2V5VYU5,PYJ83011.1
A0A2V5ZH91,PYK29255.1
A0A2V6AYQ2,PYK47471.1
A0A2V6H7Y2,PYL19313.1
A0A2V5KU28,PYI62531.1
A0A2V5L1P3,PYI63783.1
A0A2V5WAZ0,PYJ89626.1
A0A2V5R9U1,PYJ27274.1
A0A2V5QRU0,PYJ16388.1
A0A2R3MQH6,AVM57218.1
A0A2V5THI3,PYJ56253.1
A0A2V5VE72,PYJ79333.1
A0A2V6BP58,PYK53239.1
A0A2V6D3C5,PYK70619.1
A0A2V5SZV3,PYJ44168.1
A0A2V5S2I8,PYJ38333.1
A0A2V5XQ48,PYK06710.1
A0A2V6P3N9,PYM08040.1
A0A2V6NIK0,PYM00362.1
A0A2V5NB64,PYI86027.1
A0A2V6P1V8,PYM08349.1
A0A2V5XD34,PYK02247.1
A0A2V6L817,PYL74142.1
A0A2V5IYV9,PYI41011.1
A0A2V5TUB6,PYJ60393.1
A0A2V5RHM1,PYJ28581.1
A0A2V5V3I0,PYJ72211.1
A0A2V6C3J9,PYK61371.1
A0A2V6LBC1,PYL72814.1
A0A2V6AI86,PYK42095.1
A0A2V6DB72,PYK75740.1
A0A2V6ET78,PYK88288.1
A0A2V5KJ54,PYI59348.1
A0A2V6NJ98,PYL99764.1
A0A2V5LUH5,PYI71540.1
A0A2V6BP17,PYK53292.1
A0A2P6TY14,PRW58959.1
A0A2P6TR11,PRW56506.1
C1MQL7,EEH57732.1
E1ZL45,EFN53497.1
W2P324,ETM55115.1
W2LYX3,ETM01870.1
I0YMJ8,EIE19617.1
A0A2D9VKJ7,MBF52901.1
A0A2D9VKJ7,MAQ45742.1
D0P2C6,EEY55883.1
D0P2C5,EEY55882.1
D0P0R6,EEY53034.1
D0P0R5,EEY53033.1
A0A1H0GQB7,SDO09040.1
A0A1H0GQB7,SHJ90421.1
A0A2U3MSW4,SPO32925.1
A0A2U3MSW4,SPJ44294.1
A0A2X0RE70,SPB27327.1
A0A2X0RE70,SPS15415.1
A0A1C5U0E1,SCH91843.1
A0A1C5U0E1,SCJ18178.1
A0A1C6CH44,SCJ10022.1
A0A1C6CH44,SCI95609.1
A0A2V8GRU0,PYR65668.1
A0A2V8GRU0,PYR75342.1
A0A2E4YMJ9,MAD69226.1
A0A2E4YMJ9,MBG14461.1
A0A2V9YXL5,PYX81271.1
A0A2V9YXL5,PYY08452.1
A0A2V9E5I7,PYU61733.1
A0A2V9E5I7,PYU74246.1
A0A2V9E5I7,PYU59670.1
A0A2U3MNR3,SPO33212.1
A0A2U3MNR3,SPJ42868.1
A0A2A5H8L3,PCK05711.1
A0A2A5H8L3,PCK01555.1
A0A2K4C1M0,PNZ68487.1
A0A2K4C1M0,SQJ11612.1
A0A2K4C1M0,PTH24976.1
A0A2K4C1M0,PTH18240.1
A0A1C6B7F5,SCI94306.1
A0A1C6B7F5,SCI79935.1
A0A1C6GJ30,SCJ45392.1
A0A1C6GJ30,SCI43446.1
A0A2A4WIV6,PCI70240.1
A0A2A4WIV6,PCH84360.1
A0A2V5Z0R8,PYK45583.1
A0A2V5Z0R8,PYK22726.1
A0A2E4R1E2,MAB63235.1
A0A2E4R1E2,MBF21397.1
A0A2V6DVW5,PYL94100.1
A0A2V6DVW5,PYK83524.1
A0A2D5F102,MAC31176.1
A0A2D5F102,MAC30111.1
A0A2V9Q1E3,PYV74987.1
A0A2V9Q1E3,PYV75349.1
A0A2V9M003,PYU88906.1
A0A2V9M003,PYV02795.1
A0A2V9M003,PYV34644.1
A0A2V6J9R7,PYK80358.1
A0A2V6J9R7,PYL47124.1
A0A2V5UUV2,PYL34612.1
A0A2V5UUV2,PYJ65547.1
A0A2V6ISJ4,PYL98248.1
A0A2V6ISJ4,PYL45193.1
A0A1A7PYM9,OBW93148.1
A0A1A7PYM9,OBX06812.1
A0A2S5NKJ6,PPD16023.1
A0A2S5NKJ6,PPC86130.1
A0A2X0QIZ9,SPN75298.1
A0A2X0QIZ9,SPP25846.1
A0A2V6VY81,PYO00759.1
A0A2V6VY81,PYN01936.1
A0A2P5LKS1,PPD23697.1
A0A2P5LKS1,PPD04906.1
A0A2G2EWH1,PHR34469.1
A0A2G2EWH1,PHR41354.1
A0A2V6N2E0,PYL97605.1
A0A2V6N2E0,PYL34523.1
A0A2V5ZWQ5,PYL21897.1
A0A2V5ZWQ5,PYJ95126.1
A0A2V5ZWQ5,PYL81813.1
A0A2V5ZWQ5,PYK34661.1
A0A2D5CES1,MBQ57172.1
A0A2D5CES1,MAB98173.1
A0A2V5ZNJ2,PYL22562.1
A0A2V5ZNJ2,PYK31485.1
A0A2V6MW50,PYL93279.1
A0A2V6MW50,PYL82221.1
A0A2X0Q0K4,SPN72146.1
A0A2X0Q0K4,SPP28323.1
A0A2V7F413,PYN07106.1
A0A2V7F413,PYO20671.1
A0A2V6QW94,PYN61283.1
A0A2V6QW94,PYM31859.1
A0A2V7EGS3,PYP54746.1
A0A2V7EGS3,PYO09769.1
A0A2V6B9K7,PYK23791.1
A0A2V6B9K7,PYK50860.1
A0A2V6M2D8,PYK38976.1
A0A2V6M2D8,PYK94926.1
A0A2V6M2D8,PYL84662.1
A0A0P9A7C6,KPV00619.1
A0A0P9A7C6,KPV01447.1
A0A0P9A7C6,KPV16934.1
A0A0P9A7C6,KPV26832.1
A0A0P9A7C6,KPU89341.1
A0A0P9A7C6,KPV28187.1
A0A2V7JPZ3,PYO50121.1
A0A2V7JPZ3,PYO79486.1
A0A2E9NHC9,MBU21369.1
A0A2E9NHC9,MBU18597.1
A0A2E7Q423,MAM25664.1
A0A2E7Q423,MBO28765.1
A0A0U0SQB8,COW75396.1
A0A0U0SQB8,COW96814.1
A0A2I4P8L5,APR01938.1
A0A2I4P8L5,APH22191.1
A0A2D7AVV8,MAH94344.1
A0A2D7AVV8,MAH91850.1
A0A2A4RK94,PCI09570.1
A0A2A4RK94,PCI08631.1
A0A2X2T967,SQB02132.1
A0A2X2T967,SQA64533.1
A0A2G1YAS8,PHQ68471.1
A0A2G1YAS8,PHQ60584.1
A0A2G1YAS8,PHS75899.1
A0A1L3JBJ1,APG62514.1
A0A1Q4D8C8,OJY40613.1
A0A1B7Z2P2,OBR36820.1
A0A1C5LIM1,SCH00141.1
A0A1M3QRL0,OJY86940.1
X8AGN9,EUA30035.1
A0A1V5E6E3,OPY90905.1
A0A1G4A413,OHE83861.1
A0A2N6GUZ3,PLY21239.1
A0A1C6DCI7,SCJ06057.1
A0A1C6H9F2,SCJ54332.1
A0A1C6GUA2,SCJ48898.1
A0A1V6BXE5,OQB69255.1
A0A1Q6EYP7,OKY91677.1
A0A1C5QAD0,SCH46126.1
A0A1C6E4J1,SCJ15749.1
A0A1C6A3W6,SCI66465.1
A0A1C6GBF9,SCJ42537.1
A0A1F9A776,OGP53923.1
A0A2N2RRI4,PKO45546.1
A0A254VU90,OWY59973.1
A0A136JWN4,KXK01506.1
A0A2E2EWY2,MAX72497.1
A0A0F9ZJ37,KKP44099.1
A0A263D7D6,OZM73487.1
A0A1G1INJ4,OGW70038.1
A0A136FYB0,KXJ33308.1
A0A1E4GBH8,ODT80786.1
A0A1W1YSD3,SMC39059.1
A0A1V5RJ89,OQA42196.1
A0A1V5MVP3,OPZ97296.1
A0A1V6I1S8,OQC44372.1
A0A254WBK1,OWY66074.1
A0A0B8WD62,KHD88064.1
A0A1E4DK64,ODT44693.1
A0A2W7QUI0,PZX50836.1
A0A0K8MGY8,GAO99139.1
A0A2E1DRG8,MAU52087.1
A0A2N3FD68,PKQ18457.1
A0A0A0XDW8,AIW94309.1
A0A1M3CYD8,OJV16312.1
A0A2V2F9Y9,PWM57829.1
A0A1S9CXA3,OOO01430.1
A0A2J6WLD6,PMP71194.1
I7JN06,CCG19885.1
A0A1Q7G306,OLC33427.1
A0A0E9EXD1,CRH75171.1
A0A0E9F764,CRH78566.1
A0A1F4I1B1,OGB03955.1
A0A1W9R209,OQX78554.1
A0A2N6HTT5,PLY33079.1
A0A2M6XFE7,PIU04386.1
A0A1V5D2N2,OPY76909.1
A0A0S8AVC4,KPK03168.1
A0A0F2NYR2,KJS06300.1
A0A258DJH8,OYX07909.1
A0A2U1TZH5,PWC14817.1
A0A2D8KNU3,MAM18107.1
A0A2D8BYG2,MAL11239.1
A0A1J5KFD8,OIQ15423.1
A0A257NWK9,OYV28487.1
A0A1V6ER45,OQC03881.1
A0A0E9EKV3,CRH70947.1
A0A2V2GT44,PWM75448.1
A0A2V2D072,PWM27569.1
A0A1D2TUT5,ODT63262.1
A0A2E0JV05,MBH12667.1
A0A2E8I9U9,MBQ50995.1
A0A257QT77,OYV51963.1
A0A1J5DRN0,OIP33064.1
A0A2D8KUT1,MAM20186.1
A0A258MS81,OYY20965.1
A0A081AZP5,ETO84356.1
R1FL33,EOD34024.1
R1EK80,EOD27035.1
R1D037,EOD28693.1
W2LZ32,ETM01871.1
W2LZ32,ETL48812.1
W2LZ32,ETK95426.1
W2LZ32,ETM55116.1
A0A2V3IMB9,PXF43224.1
R7QNM6,CDF39071.1
L8GWH9,ELR16446.1
A0A226D8Y8,OXA41217.1
A0A226D6E6,OXA41122.1
A0A023BB83,EZG79306.1
A0A226F2E8,OXA63594.1
A0A226EEC5,OXA55407.1
A0A2P6N564,PRP79087.1
A0A0S6XK44,GAM88126.1
W2QSX5,ETN15599.1
G4ZFR3,EGZ18531.1
W3A2M3,ETP53431.1
A0A0D2M543,KIY96391.1
A0A0D2MMV1,KIZ04075.1
A0A2P4XK28,POM65913.1
A0A2V0PHL7,GBF99314.1
A0A2V0NPH2,GBF89169.1
W3A1C3,ETP53432.1
G4ZF57,EGZ18488.1
G4ZFQ7,EGZ18525.1
G4ZFP3,EGZ18511.1
G4ZFN9,EGZ18507.1
A0A0D2MFH8,KIY93860.1
A0A090M7Z3,CEF98254.1
C1DYF1,ACO61414.1
W2XU09,ETP25429.1
A0A2P6VLL7,PSC74947.1
K3X500,
A0A0W8DI71,KUF95925.1
K8EFS2,CCO16861.1
A0A2D4C340,GAY01018.1
A0A0W8DUU5,KUG00133.1
A0A0W8C807,KUF80114.1
H3GR60,
A0A225WVH4,OWZ21593.1
A0A1X7JYQ3,SMG33553.1
A0A271KNR0,PAP97402.1
A0A143MJ95,AMX83901.1
B1BS23,EDT15443.1
A0A2S8H3R9,PQO95733.1
A0A2W1ARH5,PZC44509.1
A0A009ZES2,EXD35028.1
A0A0V8SZR1,KSW25750.1
A0A2M8PK07,PJF37875.1
A0A0J7IB90,KMQ63149.1
A0A1F5B420,OGD25345.1
A1TEL1,ABM15611.1
H5U648,GAB41206.1
R7IXR9,CDE56449.1
A0A178YCA3,OAP45084.1
I0GHP9,BAL80286.1
W9TUH7,EXF46394.1
H2IS05,AEX50336.1
A0A1P8RWV0,APY08388.1
A0A2M8NIP0,PJF25172.1
A0A1X0M1A3,ORC28394.1
A0A2M8Q9L8,PJF46498.1
W5ISM1,ETM65293.1
A0A2M8NBW6,PJF22790.1
A0A2H0U8D1,PIR82669.1
A0A1G9X754,SDM92163.1
A0A1G7M174,SDF55386.1
A0A242H666,OTO71128.1
A0A1G4R794,SCW52607.1
A0A1Y3RQP5,OUN12867.1
A0A179SFR5,OAS25794.1
A0A0K6HWG7,CUA95230.1
A0A2K0ZMC6,PNQ20171.1
B1MK80,CAM61172.1
R5K4B3,CCY61585.1
A0A0U9HPX6,GAQ95123.1
G0I935,AEL10450.1
A0A1C7EIG5,ANU23421.1
A0A089HLW6,AIQ12092.1
U2VC31,ERL12832.1
A0A0S6U0R6,GAE01049.1
G1VE23,EGW47174.1
A0A142XQN4,AMV29002.1
A0A2G6BAY6,PID22265.1
W7UN18,EWM52984.1
B8HCH3,ACL40589.1
R5DZS9,CCX82067.1
A0A0D3V5E3,AJS57270.1
A0A0D5LAQ4,AJY40744.1
R5LZQ0,CCY78521.1
A0A2M9H7Y0,PJM72918.1
A0A1I0QSJ3,SEW30202.1
A0A0B2XIR9,KHO15299.1
A0A2G6X2U9,PIF76973.1
A0A023RHF9,AHX59994.1
A0A134AVB6,KXB71600.1
A0A270KU88,PAM39099.1
A0A1G7K1S0,SDF30739.1
A0A154KVZ4,KZB55625.1
A0A1W1V8S9,SMB89600.1
A0A1N6UAG3,SIQ62557.1
A0A0J5GFP0,KMJ53132.1
A0A1I6L138,SFR97165.1
A0A0R3EVN5,KRQ23637.1
A0A0R1VLN5,KRM04667.1
M8E152,EMT53006.1
W8F9J5,AHJ99321.1
A0A1X7IS24,SMG17818.1
I4T817,EIL58858.1
A0A0L0LM05,KND51168.1
A0A2G5KUS5,PIB33177.1
A0A0B2XJ16,KHO11919.1
A0A1K1Q2U2,SFW54084.1
C6M9L9,EET43014.1
A0A1F1X1L8,OFT56821.1
A0A101AUW2,KUI29417.1
E6KU18,EFU60651.1
A0A139NRF3,KXT78585.1
A0A2S9Q2K7,PRH80910.1
A0A2U3B1I4,PWI30585.1
G8TZC4,AEW04093.1
A0A2W4NMV1,PZN27120.1
A0A2U8HXQ1,AWI89365.1
A0A0G0BBD1,KKP66793.1
A0A1Y6ES69,SMQ65568.1
H5Y8N3,EHR03825.1
A0A2X4FLS1,SQF42585.1
A0A2U3QFW4,SPQ00307.1
U1Z8I8,ERI44015.1
A0A2P1NNS5,AVP58656.1
A0A243BZH7,OTY53820.1
A0A0M4LFH7,ALD91711.1
A0A0Q6YQ81,KQW13700.1
A0A2W4P0W0,PZN53262.1
A0A2E3JVN1,MBB39501.1
A0A2S5Z7X3,PPI83460.1
A0A1I6S8J0,SFS73285.1
D0SLG0,EEY92867.1
A0A066TN25,KDN16225.1
A0A1H6CHC4,OWL84015.1
S3XYQ4,EPH01320.1
D2NRS1,BAI64347.1
I8ZB50,EIY72720.1
A0A2U9TCW0,AWV08318.1
A0A257G0M2,OYU31140.1
A0A2K9F863,AUH42548.1
A0A1H1DJE8,SDQ76681.1
A0A0E2P6W1,ETE06567.1
A0A2M7APG0,PIU69253.1
